epoch,train_loss,val_loss,val_mAP,val_mAP_50,val_mAP_75,epoch_time_sec
1,493.7961204,52.28217597,0.000139606,0.000481298,3.40E-05,1771861456
2,448.2014036,50.43234918,0.000583657,0.002234026,0.000186811,1771864560
3,441.6788064,51.18261679,0.000982696,0.003918566,0.000202061,1771867730
4,439.2285905,50.48789334,0.001912524,0.007770505,0.000152223,1771870924
5,437.5979813,50.4777421,0.002591285,0.010269506,0.000388104,1771874106
6,434.3015992,49.93255033,0.00376798,0.014502966,0.000757066,1771892471
7,433.3303629,50.92425974,0.005320867,0.019026496,0.002592737,1771895635
8,431.1713208,51.5904972,0.010293973,0.028631521,0.010223527,1771898804
9,432.7452445,51.2106915,0.010054515,0.031427819,0.002141598,1771902043
10,433.7659082,51.52163827,0.009328725,0.032854509,0.002826361,1771905213
11,432.0807106,51.93174902,0.012859304,0.039302494,0.010501399,1771908363
12,432.6992171,51.11170759,0.014347422,0.041055221,0.010564551,1771911457
13,430.7198163,50.07180408,0.013718949,0.04044741,0.010304479,1771914588
14,432.3583527,51.63157293,0.016474038,0.047660358,0.010874467,1771935394
15,432.1299399,51.95828233,0.016003937,0.045660876,0.010676203,1771938653
16,431.9303043,52.51569323,0.01864318,0.054160472,0.011096522,1771941932
17,431.8927898,51.46405889,0.018702751,0.059732728,0.01143002,1771945447
18,429.988969,52.06583427,0.020643491,0.063781127,0.011654363,1771949009
19,430.9287479,51.05709478,0.021501802,0.065445855,0.011039202,1771952397
20,431.3297553,51.27841615,0.022671396,0.068694286,0.011285252,1771955598
21,431.4784229,50.45768361,0.023807485,0.072905861,0.011497414,1771958784
22,431.1412908,53.17913733,0.026149999,0.079069175,0.011855152,1771968897
23,432.4280905,51.58049244,0.025369067,0.078985855,0.012081702,1771972030
24,432.3178522,51.95478539,0.027969761,0.086046599,0.012158432,1771975204
25,430.0534793,52.62098031,0.029682318,0.088883489,0.013170975,1771978354
26,429.070029,50.99038544,0.028129907,0.085671403,0.012156738,1771981545
27,427.909974,51.06332394,0.030430641,0.089509659,0.012407868,1771984749
28,428.8171518,52.80623912,0.032184247,0.093295649,0.013605317,1771987990
29,429.7411344,52.07733136,0.033331674,0.099982955,0.015307901,1771991173
30,428.5010992,51.03718732,0.032011054,0.099027425,0.01417493,1772011393
31,427.5570547,51.34218966,0.032460336,0.097246118,0.013652913,1772015433
32,428.7951945,51.67669202,0.033546504,0.10445793,0.013719014,1772018795
33,428.346508,53.54214506,0.036621381,0.111072659,0.014553793,1772022072
34,427.2132712,51.40332091,0.036396377,0.108754642,0.014308206,1772025354
35,426.9584979,50.71919724,0.034983102,0.104837582,0.014923347,1772028676
36,428.0208032,53.0553908,0.03639017,0.113307618,0.015549241,1772033608
37,426.2625002,52.35213317,0.039302271,0.119019806,0.015064836,1772060174
38,427.5999402,52.89534536,0.040006593,0.118352287,0.014849151,1772063391
39,425.1036576,51.59791058,0.0390172,0.116711505,0.014918217,1772066670
40,426.2011518,51.63915616,0.039603036,0.122220308,0.015757648,1772069866
41,424.4758768,52.16637374,0.043418098,0.132964641,0.015995629,1772073063
42,425.5830401,52.7434085,0.04165205,0.129973575,0.015322941,1772076251
43,424.8686557,51.15077814,0.042844921,0.130919188,0.015811831,1772079421
44,425.6889891,51.43643793,0.043212365,0.130788833,0.016957972,1772082621
45,424.3457988,52.13798112,0.044495817,0.136769623,0.016262168,1772104266
46,425.4023367,49.7185553,0.041445825,0.131580919,0.015968286,1772107356
47,423.2118827,51.71468418,0.045976266,0.142680943,0.019035188,1772114506
48,424.2819993,52.0211086,0.042532742,0.133664668,0.015413754,1772117959
49,424.9736732,52.06759698,0.047567617,0.144365788,0.01784928,1772121052
50,426.2390904,51.31186322,0.04860159,0.148258165,0.017103484,1772124098
51,424.8304023,51.96666501,0.048452664,0.147022709,0.017529678,1772127115
52,426.7883085,50.61385483,0.04578929,0.138881937,0.018819518,1772133556
53,423.7822046,51.60369987,0.049977217,0.149673894,0.019692132,1772136725
54,423.5774747,52.5943113,0.049349129,0.153544798,0.018272949,1772139933
55,423.8716047,52.1473522,0.050725866,0.156004921,0.016077382,1772143120
56,424.369953,49.78897423,0.05103467,0.153097868,0.019561676,1772146323
57,421.998827,51.48551062,0.048894126,0.150358677,0.017357817,1772149487
58,423.9332863,51.70944169,0.05258185,0.159668207,0.020873465,1772152631
59,423.0539676,50.96907721,0.052931674,0.159080967,0.019663295,1772155773
60,423.7082831,50.13986802,0.053888671,0.158959255,0.021149786,1772158960
61,422.583664,51.40834115,0.054863598,0.16541107,0.021841001,1772186611
62,421.4657388,50.60147417,0.053241689,0.162405849,0.020661261,1772189657
63,423.178487,52.77999,0.057230484,0.170649022,0.022285618,1772192823
64,424.132625,51.5589158,0.054886755,0.164998889,0.020078545,1772198338
65,421.1538893,50.54845899,0.056929171,0.172192112,0.0227724,1772201546
66,421.5522468,51.25366423,0.056857415,0.168087572,0.021549407,1772221181
67,419.3382533,50.70181081,0.055980895,0.170006007,0.02046903,1772224227
68,421.1126644,53.03378038,0.059475701,0.174626023,0.024398349,1772227351
69,422.9497899,51.17777327,0.060072202,0.183380827,0.024046175,1772230470
70,419.836853,51.52980646,0.058632564,0.176688328,0.022412943,1772233568
71,420.1351184,51.67164364,0.058482632,0.176284909,0.022791658,1772236651
72,419.8938605,51.06567986,0.059859008,0.177891776,0.023880698,1772239723
73,418.9362681,49.56981063,0.057628077,0.174394742,0.021597805,1772242843
74,423.0004676,50.05061117,0.062607698,0.189328879,0.022748178,1772245916
75,420.4879994,51.11390699,0.062598743,0.188466445,0.025590539,1772280568
76,421.3576497,52.37231572,0.064066812,0.188130289,0.025421768,1772283688
77,419.2894207,52.16039741,0.061710119,0.186969981,0.025308661,1772286893
78,419.4024138,50.6312168,0.065957814,0.194231987,0.029695969,1772290181
79,422.8344789,51.80866185,0.062363293,0.191734135,0.022808792,1772293505
80,423.533685,50.88853117,0.064392284,0.191435769,0.025779929,1772296681
81,417.7846196,49.54044389,0.065286815,0.199076802,0.027116217,1772299836
82,420.7086116,52.50272793,0.064989969,0.195651695,0.027023597,1772302953
83,419.0693867,51.67185408,0.065684773,0.197396621,0.026485385,1772306074
84,420.2118234,50.29482247,0.067284882,0.207773387,0.02747657,1772327344
85,419.1582084,52.17334658,0.070225149,0.212965071,0.027837954,1772330485
86,417.6941847,50.96701223,0.070678517,0.205506131,0.02901376,1772333709
87,417.6363501,49.95369457,0.068077236,0.20322296,0.029798264,1772336908
88,417.6774692,50.92592362,0.070739605,0.212656081,0.02855959,1772340111
89,417.1310545,50.88646927,0.067937151,0.204568446,0.027215978,1772343499
90,416.3591183,51.63995021,0.073036999,0.215185955,0.029847188,1772346723
91,418.7496557,51.74893545,0.073258698,0.215595707,0.032182228,1772349933
92,417.9734682,50.81088331,0.074876487,0.222312868,0.030879635,1772365874
93,420.3948046,51.14134266,0.0723138,0.217274323,0.02931232,1772369215
94,419.4462834,50.82362615,0.077376053,0.226399258,0.032436591,1772372785
95,416.6350327,51.17160536,0.074534468,0.219601616,0.030957107,1772376478
96,414.2144644,50.95465992,0.075977311,0.224306956,0.03163721,1772379889
97,415.4417356,50.35869324,0.075622104,0.22443077,0.030578827,1772383209
98,415.4340205,51.26818252,0.07856103,0.238210097,0.029637992,1772386482
99,415.9480108,51.43311103,0.071137927,0.216833472,0.030082738,1772389689
100,414.089082,50.8754672,0.081417784,0.23953259,0.033273619,1772411827
101,415.5803926,50.54477157,0.078011818,0.237208873,0.029542238,1772414950
102,414.187493,50.78078125,0.080632277,0.237852991,0.032386012,1772418301
103,416.8772949,50.4450011,0.081312865,0.238492861,0.033005625,1772421523
104,415.3903904,50.67951078,0.083622016,0.241784662,0.03705126,1772424745
105,414.3338307,49.61584168,0.073471218,0.219401538,0.029404994,1772460507
106,415.7277542,51.34780303,0.084554888,0.245201036,0.038218006,1772463848
107,415.0623749,50.32620237,0.08487656,0.246461391,0.04170895,1772468035
108,413.6244705,49.43692686,0.08675956,0.250423729,0.037484001,1772471651
109,410.5067118,50.46764404,0.08088214,0.238496527,0.031106066,1772475205
110,412.6504049,50.79856786,0.088481948,0.252614498,0.038377978,1772478471
111,412.4250755,48.406238,0.087419972,0.253595322,0.039563015,1772481913
112,412.4326772,49.81804303,0.093554817,0.265070289,0.045665946,1772530399
113,408.0903953,51.47546893,0.094079323,0.267449558,0.040249556,1772533696
114,409.6662207,49.42841541,0.092189789,0.264504731,0.043707319,1772536969
115,411.9352694,48.38299558,0.095763654,0.270628005,0.04684411,1772540388
116,409.3185742,48.55726967,0.096913971,0.271189362,0.049204934,1772543875
117,411.0474229,52.85954998,0.096942373,0.27424854,0.042930763,1772547666
118,407.0633447,49.7828017,0.095990419,0.270378381,0.044089161,1772559576
119,410.698899,50.14910685,0.097587891,0.269150585,0.047263801,1772563189
120,407.3740978,51.52758811,0.101423226,0.286565214,0.051794905,1772566806
121,406.2524468,49.62821352,0.104234226,0.293995798,0.047568046,1772570303
122,408.0260492,49.1964151,0.103008114,0.289875835,0.049714398,1772573812
123,407.3179712,50.69524961,0.106376372,0.297058851,0.053869497,1772577264
124,406.2598512,50.81698842,0.100318134,0.28572908,0.04898712,1772580654
125,405.7971811,50.51147024,0.0995185,0.282663316,0.04709759,1772584124
126,405.4771835,50.18342137,0.102151051,0.282975882,0.045098726,1772624436
127,404.8472597,49.84310091,0.104828134,0.290607691,0.051074196,1772628469
128,405.9753428,50.60363685,0.108564153,0.293020606,0.057704903,1772632031
129,406.0270865,50.39138186,0.103351131,0.286640853,0.04878819,1772635669
130,405.8301188,50.49384917,0.108053751,0.292690635,0.055830829,1772639526
131,404.7633921,49.7320447,0.110382527,0.313431889,0.057523016,1772643163
132,404.5332396,50.63267345,0.116216876,0.312739044,0.067220293,1772657037
133,401.940043,49.26557355,0.108145356,0.302707523,0.051395927,1772660845
134,402.2747089,51.02106281,0.113355204,0.312200159,0.057522617,1772664612
135,401.2255443,50.40488736,0.111866057,0.303925484,0.058400102,1772668517
136,404.6103086,50.18545215,0.117645189,0.321744323,0.062437568,1772672450
137,400.7763125,48.49595077,0.114890337,0.313070029,0.057392173,1772714279
138,400.4071314,50.0411237,0.111869246,0.308725804,0.055693939,1772717779
139,400.891366,47.32156332,0.113690726,0.309822053,0.056033503,1772721370
140,400.8747641,48.65219438,0.120282471,0.333718896,0.060119625,1772725211
141,403.3834196,49.83304853,0.118236192,0.325373948,0.056868449,1772729107
142,401.7801014,49.91898228,0.123394877,0.331607729,0.063755281,1772732767
143,401.045126,48.79026289,0.122157551,0.32919094,0.063308269,1772755929
144,399.937677,48.2732757,0.124285586,0.329621345,0.064010836,1772761055
145,400.4512818,48.09247323,0.122525357,0.324940383,0.068778507,1772765800
146,399.2746707,51.68597113,0.123905599,0.334917128,0.064359896,1772771493
147,397.9877718,50.1085974,0.126159742,0.341807067,0.062764533,1772797327
148,400.1810598,49.54261747,0.126269177,0.343303919,0.068847761,1772804445
149,398.6920034,51.62878513,0.126689732,0.345061332,0.064728558,1772810587
150,398.0240526,48.16527267,0.131534815,0.355543584,0.067274787,1772815700
151,394.8021369,50.76298399,0.128794938,0.342145354,0.065810882,1772847142
152,394.4781327,48.20996014,0.129057556,0.347078979,0.069562092,1772850788
153,394.4604713,49.01725436,0.132309675,0.35852021,0.069613554,1772854471
154,397.4313609,49.7709192,0.131144896,0.3514961,0.069704004,1772858100
155,393.8605876,47.84207866,0.13386412,0.357867599,0.065995358,1772861758
156,396.2039412,48.29975582,0.134613931,0.361633122,0.068234593,1772865390
157,393.7784785,49.93056072,0.136370242,0.369399548,0.066421054,1772869032
158,395.2806636,49.01377953,0.13527149,0.356458336,0.07251583,1772886996
159,394.5046737,49.79993977,0.138144463,0.368739605,0.07495705,1772890859
160,393.441152,49.04181063,0.142754734,0.370784253,0.078602307,1772894589
161,394.8075471,47.8819916,0.141119987,0.367153585,0.071989991,1772898364
162,393.4689872,49.63255513,0.136006296,0.370463401,0.066057816,1772902149
163,395.4873682,48.66184385,0.133126825,0.362448871,0.067120641,1772905989
164,394.4953607,49.6352827,0.14074859,0.37107721,0.074542768,1772909717
165,392.8515648,48.00237393,0.148338452,0.392634898,0.078890152,1772917802
166,389.7861747,47.08909451,0.139929771,0.383329004,0.071268484,1772921402
167,393.1426614,48.47972342,0.146883711,0.383964628,0.074993588,1772925027
168,391.7314497,47.34363447,0.151538551,0.393476069,0.081902027,1772928428
169,389.8877253,48.17040445,0.152308553,0.394443691,0.088592187,1772931705
170,389.5497122,46.91632602,0.15126498,0.39359051,0.081086002,1772934971
171,390.5750935,48.99098889,0.152037203,0.39375484,0.080254018,1772938263
172,388.1546571,47.30991956,0.150545999,0.392889887,0.081761867,1772941480
173,391.3875135,47.79351258,0.156239331,0.399204582,0.084017575,1772975044
174,388.9034062,47.49620519,0.151694432,0.391362131,0.079770483,1772978312
175,389.5345633,48.79840998,0.154035822,0.398119062,0.082796171,1772981656
176,387.6157971,46.65063716,0.156437561,0.403309286,0.093489811,1772985082
177,386.7692122,46.43354818,0.162292361,0.422787458,0.085985057,1773001645
178,385.6516162,47.43201999,0.156653091,0.401907593,0.084954418,1773004922
179,389.2554052,47.08825443,0.162033483,0.414046228,0.090201579,1773008249
180,386.0698003,48.3714867,0.156149119,0.402618736,0.082384683,1773011538
181,385.7209597,46.42119475,0.163330913,0.4135997,0.095597073,1773014912
182,386.192174,47.34298441,0.167261168,0.423794538,0.094175234,1773018205
183,383.6726275,47.80868891,0.168398738,0.420874298,0.097111054,1773021569
184,384.3776113,50.21194278,0.162916824,0.425011784,0.083937727,1773024883
185,384.8791086,46.24184741,0.170947909,0.424784124,0.107210845,1773048063
186,386.3135201,48.03650943,0.157875508,0.405932486,0.083665766,1773051292
187,383.5933394,46.69895685,0.16551432,0.414787859,0.095750362,1773054760
188,384.4783557,47.08448169,0.174902484,0.438674212,0.092093691,1773058387
189,383.2413491,47.13403516,0.173270613,0.433257461,0.101523653,1773062092
190,383.6944938,46.22678526,0.175008595,0.438405901,0.100838125,1773065705
191,383.353402,46.43549687,0.172902822,0.426434398,0.112109624,1773069301
192,385.476173,46.20963738,0.162474006,0.400947183,0.091992743,1773077618
193,382.6802607,47.46081282,0.175019726,0.434635818,0.104054712,1773081274
194,380.9494124,46.84814861,0.165119648,0.42253384,0.091116942,1773084911
195,381.6862161,46.25457347,0.166643053,0.428747594,0.098391786,1773088358
196,381.8837531,47.63975317,0.177199289,0.441919804,0.099632308,1773091762
197,382.9344984,47.1402245,0.182707205,0.447473943,0.10568352,1773095297
198,380.6340705,46.73221388,0.187780321,0.460639477,0.113629811,1773099108
199,380.9601514,45.70184687,0.185881093,0.454750985,0.116563238,1773102584
208,381.1143945,45.85444704,0.184116736,0.450157285,0.110520087,1773141060
209,381.9951269,48.6242551,0.179531351,0.44363454,0.107126944,1773144461
210,379.0400206,46.38054031,0.191605747,0.469102293,0.120630614,1773148299
211,380.2144554,45.11597866,0.191810593,0.468826503,0.11569643,1773151864
212,379.174396,47.97353484,0.190268427,0.46505776,0.115774676,1773155397
213,377.6008251,46.94701335,0.188294187,0.454898953,0.117093071,1773158977
214,376.2091697,46.08947022,0.197533578,0.475842625,0.124289401,1773162735
215,377.6515066,46.00653397,0.18215476,0.450116336,0.109714895,1773182172
216,377.2100422,45.49517369,0.189728543,0.470972538,0.105565563,1773185657
217,375.2094287,47.55152462,0.189682484,0.461684912,0.112690963,1773189124
218,376.565342,47.30010236,0.189198121,0.460735857,0.118472502,1773192668
219,373.8312381,44.82398099,0.200161889,0.485392958,0.12643595,1773196839
220,376.8489054,45.99630325,0.195222497,0.479264557,0.120200217,1773201149
221,375.5224036,46.56688154,0.198731169,0.480227619,0.134584725,1773205186
222,375.8487902,45.14300974,0.189398304,0.465518117,0.114615127,1773229130
223,376.3053866,45.16989929,0.193304569,0.472373784,0.120381325,1773232454
224,376.5038093,45.94150383,0.194884419,0.469265044,0.11678344,1773235816
225,373.6968013,46.15239612,0.199329332,0.478145629,0.125267208,1773239131
226,375.0357946,47.00238223,0.192287236,0.464074433,0.11518681,1773242456
227,373.4835282,48.14718805,0.203634903,0.493358523,0.133539364,1773245747
228,374.7551398,44.33340769,0.202353105,0.481035024,0.130733624,1773249030
229,373.6037113,44.80290347,0.19429718,0.477904886,0.114983857,1773252282
230,372.4798637,46.42302398,0.196734831,0.488007128,0.120227322,1773265485
231,371.289978,46.73768628,0.212787434,0.506278992,0.133909598,1773269035
232,373.0687381,47.41644005,0.21197249,0.499194711,0.141483799,1773272790
233,371.3055931,44.654092,0.21385771,0.499408364,0.151920408,1773276371
234,373.2452387,45.86955611,0.215107173,0.49918887,0.151243329,1773280084
235,370.578363,45.77712508,0.219333321,0.517601192,0.150731891,1773283795
236,370.8718338,46.28485647,0.198159412,0.473823905,0.134094432,1773287522
237,368.9215442,45.5911381,0.206225738,0.500678003,0.128514946,1773497358
238,368.1307945,46.32227926,0.213421732,0.504696727,0.14238891,1773500523
239,369.7779027,45.65052529,0.214732349,0.507295191,0.140981272,1773503749
240,369.1247428,44.0934025,0.213621989,0.512914956,0.139319196,1773506983
241,368.6373373,45.12049736,0.220629692,0.517201304,0.148246184,1773510225
242,369.3542966,45.34892056,0.226032689,0.527858973,0.155255988,1773513421
243,370.1246596,46.75168537,0.219016492,0.519599319,0.142533287,1773516567
244,368.7427036,47.50997227,0.215625212,0.502838016,0.144256592,1773527064
245,368.4362356,46.07451091,0.217323452,0.513739169,0.140418321,1773530338
246,368.0840519,44.72467416,0.225737914,0.519039154,0.154868335,1773533587
247,368.313211,44.53500453,0.229331329,0.518788159,0.164158642,1773536821
248,368.3458518,45.61419348,0.218952328,0.520537138,0.149558619,1773540054
249,369.2871943,44.10579756,0.222215861,0.514445364,0.145598635,1773543249
250,367.3787316,46.96208506,0.219608277,0.511679828,0.150317028,1773546430
251,368.3704792,44.76157682,0.214816198,0.509297729,0.141447544,1773549638
252,368.7427036,47.50997227,0.215625212,0.502838016,0.144256592,1773527064
253,368.4362356,46.07451091,0.217323452,0.513739169,0.140418321,1773530338
254,368.0840519,44.72467416,0.225737914,0.519039154,0.154868335,1773533587
255,368.313211,44.53500453,0.229331329,0.518788159,0.164158642,1773536821
256,368.3458518,45.61419348,0.218952328,0.520537138,0.149558619,1773540054
257,369.2871943,44.10579756,0.222215861,0.514445364,0.145598635,1773543249
258,367.3787316,46.96208506,0.219608277,0.511679828,0.150317028,1773546430
259,368.3704792,44.76157682,0.214816198,0.509297729,0.141447544,1773549638
260,360.5973215,45.18496872,0.200665551,0.552747237682342-0.2,0.185319591,1776986670
261,360.7882863,43.2977795,0.29982143,0.555972266,0.180757689,1776989928
262,360.9593476,43.68866873,0.292756343,0.558806765,0.170883882,1776993051
263,357.8916528,43.62491418,0.285877848,0.553184259,0.153999019,1776996157
264,358.8751691,43.21035064,0.206221867,0.559918213,0.189345974,1776999269
265,357.2459262,43.16589475,0.294740105,0.565646935,0.167465377,1777002367
266,356.9336974,43.59237781,0.275674999,0.61314714,0.186162591,1777039437
267,354.6526965,40.93528037,0.277594328,0.60349977,0.216616511,1777042550
268,353.3099812,40.29936943,0.298886865,0.630325198,0.232942924,1777045693
269,357.3135452,40.95396114,0.301549196,0.632404923,0.238857642,1777048789
270,353.9764397,42.07397193,0.290141284,0.616839111,0.233976126,1777051973
271,352.256277,39.75693392,0.301239848,0.631552339,0.246910095,1777055096
272,352.2568511,41.40693414,0.289721698,0.617553949,0.23081924,1777058219
273,352.2163831,40.071009,0.305597633,0.64098388,0.255633503,1777061317
274,353.0394949,41.46454475,0.292881966,0.626386821,0.221966788,1777064440
275,352.6576206,41.08627625,0.288575083,0.618795156,0.228993386,1777068959
276,349.8912079,41.14373338,0.297604859,0.626589298,0.246805966,1777071925
277,351.5887077,39.79551484,0.296321869,0.631271482,0.243269965,1777074923
278,347.9217447,42.9657573,0.29731077,0.627549529,0.232301474,1777077910
279,351.1404586,40.61595341,0.298252136,0.635808825,0.24509871,1777080909
280,347.8497767,41.71335393,0.303286314,0.630581617,0.249058649,1777083947
281,349.6192257,40.39924926,0.30157575,0.633498847,0.255860001,1777087132
282,348.6590742,41.60658901,0.294691652,0.619077623,0.244737029,1777090142
283,349.8195748,40.64690832,0.29602015,0.622806847,0.249739379,1777093227
284,349.4844357,41.49416181,0.292466313,0.627331674,0.240553349,1777115427
285,349.1255184,42.09058253,0.297399938,0.634183049,0.241425559,1777118389
286,351.2056813,41.8175614,0.292704135,0.628900707,0.237355068,1777121459
287,348.359422,41.12686569,0.30129844,0.632954001,0.238387197,1777124517
288,346.8677779,41.54495224,0.312348425,0.646191716,0.267634988,1777127650
289,345.6409863,41.79804677,0.308515042,0.64624548,0.267343342,1777130691
290,348.0578549,41.46690193,0.292339236,0.633337259,0.228260741,1777133692
291,348.7222086,40.06236189,0.311918437,0.645721436,0.258566171,1777136715
292,347.7292722,39.86042293,0.316517979,0.648422778,0.274911851,1777139744
293,348.5197039,42.55223589,0.294094324,0.645966232,0.231797367,1777147293
294,347.8129866,41.66090812,0.30777207,0.640902162,0.255294651,1777150274
295,350.8682983,44.34831449,0.26575613,0.59328407,0.189825043,1777153261
296,346.1177256,41.50500095,0.304996729,0.648969293,0.240200162,1777156272
297,348.2506484,40.6911969,0.311235487,0.643270969,0.260349393,1777159302
298,345.7176635,40.47005057,0.313325793,0.657135129,0.261466414,1777162316
299,344.8044286,40.00318614,0.315879285,0.655074239,0.259608775,1777165374
300,345.4456547,41.78820947,0.304920614,0.633261263,0.259291291,1777168402
301,345.8717876,44.15386942,0.303591132,0.639347315,0.24675332,1777171387
302,345.3919777,41.05951481,0.29704693,0.641847491,0.233957291,1777198814
303,344.7703548,39.69359167,0.319668114,0.667166173,0.26658994,1777201824
304,345.1077772,42.38655949,0.30944711,0.641605258,0.253913969,1777204851
305,343.0680828,39.92913707,0.312025636,0.64948988,0.269882649,1777207914
306,343.1961732,41.55465407,0.311601341,0.643260777,0.258190453,1777210957
307,339.8306857,40.33263373,0.313810378,0.656140685,0.255840421,1777214016
308,344.4839399,41.64080026,0.308588862,0.657923698,0.246686265,1777217111
309,345.3847659,41.6815775,0.322586328,0.653097451,0.286245942,1777220171
310,344.8243318,39.78470876,0.318724126,0.653048813,0.271993995,1777233976
311,340.1263462,40.97821125,0.307092428,0.650197208,0.252275079,1777236918
312,342.0040283,40.44966953,0.320011944,0.657882929,0.265973032,1777239880
313,342.0662705,41.16521273,0.313235432,0.655320644,0.267308146,1777242838
314,342.9609191,44.07787065,0.301542163,0.641726911,0.23816213,1777245809
315,342.4306428,39.81431866,0.321090668,0.667580485,0.264061958,1777248780
316,341.8140246,41.18552043,0.310598016,0.663308978,0.255562127,1777251729
317,341.8744429,40.36897653,0.323980242,0.667848229,0.275675267,1777254709
318,338.0613493,42.00917861,0.329203844,0.668160558,0.297449529,1777257668
319,340.8849557,40.97599445,0.327931225,0.668257475,0.28089419,1777296156
320,338.1819618,39.53718843,0.318094939,0.662399173,0.267532438,1777299166
321,340.7118045,41.13174271,0.322321564,0.672162354,0.269215077,1777302399
322,342.1991371,41.51336507,0.315351993,0.667959273,0.258629203,1777305467
323,338.1679211,40.13260877,0.31068781,0.652685702,0.251791149,1777308480
324,338.2922476,41.43407729,0.31465584,0.654280901,0.266415745,1777311486
325,338.1699558,40.31565926,0.337351441,0.674094081,0.30511418,1777314489
326,338.0604251,40.77684052,0.33129397,0.670434415,0.289218456,1777317467
327,336.6534505,43.6241384,0.325508505,0.655755818,0.28623879,1777320538
